1.024000000000000000e+03,8.150000000000000000e+02,8.327000000000000455e+02,8.510000000000000000e+02,9.037514407549606332e+00
2.048000000000000000e+03,1.648000000000000000e+03,1.676533333333333303e+03,1.700000000000000000e+03,1.210436101393029240e+01
3.072000000000000000e+03,2.231000000000000000e+03,2.246199999999999818e+03,2.259000000000000000e+03,7.054076835419359703e+00
4.096000000000000000e+03,2.746000000000000000e+03,2.759500000000000000e+03,2.772000000000000000e+03,6.458844065826846226e+00
5.120000000000000000e+03,3.252000000000000000e+03,3.268333333333333485e+03,3.281000000000000000e+03,7.717224601860150912e+00
6.144000000000000000e+03,3.786000000000000000e+03,3.795900000000000091e+03,3.809000000000000000e+03,6.352689719061262785e+00
7.168000000000000000e+03,4.276000000000000000e+03,4.297566666666666606e+03,4.316000000000000000e+03,8.122739001647714119e+00
8.192000000000000000e+03,4.808000000000000000e+03,4.850433333333333394e+03,4.981000000000000000e+03,4.489445647540709672e+01
1.638400000000000000e+04,8.909000000000000000e+03,8.921500000000000000e+03,8.934000000000000000e+03,5.619905100029122025e+00
2.457600000000000000e+04,1.301400000000000000e+04,1.302606666666666752e+04,1.305600000000000000e+04,8.086751854456494470e+00
3.276800000000000000e+04,1.710400000000000000e+04,1.711820000000000073e+04,1.715200000000000000e+04,9.491750804426617449e+00
4.096000000000000000e+04,2.120300000000000000e+04,2.121803333333333285e+04,2.123200000000000000e+04,7.359725236417156147e+00
4.915200000000000000e+04,2.529200000000000000e+04,2.530863333333333503e+04,2.539900000000000000e+04,1.809693037199648913e+01
5.734400000000000000e+04,2.939800000000000000e+04,2.941123333333333358e+04,2.943200000000000000e+04,6.656742613487636184e+00
6.553600000000000000e+04,3.349000000000000000e+04,3.350133333333333576e+04,3.352500000000000000e+04,8.279828232249480280e+00
1.310720000000000000e+05,6.627200000000000000e+04,6.629489999999999418e+04,6.633500000000000000e+04,1.561270849874122923e+01
2.621440000000000000e+05,1.320620000000000000e+05,1.320967333333333372e+05,1.321440000000000000e+05,1.957027224020032463e+01
3.932160000000000000e+05,1.979370000000000000e+05,1.979667999999999884e+05,1.980240000000000000e+05,2.353635485796387883e+01
5.242880000000000000e+05,2.635990000000000000e+05,2.636400333333333256e+05,2.637030000000000000e+05,2.014031335958361524e+01
6.553600000000000000e+05,3.292490000000000000e+05,3.292817333333333372e+05,3.293560000000000000e+05,2.322919618832204591e+01
7.864320000000000000e+05,3.948390000000000000e+05,3.948758333333333139e+05,3.949480000000000000e+05,2.708023059150141520e+01
9.175040000000000000e+05,4.604770000000000000e+05,4.605349333333333489e+05,4.605990000000000000e+05,3.427626324765029153e+01
1.048576000000000000e+06,5.261000000000000000e+05,5.261789333333333489e+05,5.262750000000000000e+05,5.086710353678711982e+01
1.572864000000000000e+06,7.885530000000000000e+05,7.886531333333333023e+05,7.887500000000000000e+05,7.585412901674429520e+01
2.097152000000000000e+06,1.050913000000000000e+06,1.050981366666666698e+06,1.051053000000000000e+06,4.475673754369900337e+01
2.621440000000000000e+06,1.312534000000000000e+06,1.312765199999999953e+06,1.313013000000000000e+06,2.024668532542220305e+02
3.145728000000000000e+06,1.574753000000000000e+06,1.575016133333333302e+06,1.575323000000000000e+06,2.481945115339087238e+02
3.670016000000000000e+06,1.776353000000000000e+06,1.791876766666666605e+06,1.807286000000000000e+06,1.502876986024545477e+04
4.194304000000000000e+06,2.034219000000000000e+06,2.034504433333333349e+06,2.034967000000000000e+06,1.858954335701181719e+02
