1024,1609,1678.9333333333334,1773,33.540437080339757
2048,1993,2063.9666666666667,2194,42.486089677586875
3072,2276,2358.7333333333331,2423,33.567156909522524
4096,2593,2698.3000000000002,2781,52.283807739338741
5120,2914,3003.5666666666666,3061,33.98243291947233
6144,3268,3364.9000000000001,3426,38.620478755581793
7168,3605,3683.1999999999998,3753,37.441816932040226
8192,3913,4009.0666666666666,4092,40.090357713659721
16384,6476,6551.5666666666666,6627,35.385252464183765
24576,9109,9164.8666666666668,9212,27.159469464796164
32768,11595,11668.133333333333,11748,39.69516024815163
40960,14199,14254.4,14305,29.766447206718251
49152,16770,16843.466666666667,16905,33.009646796189685
57344,19378,19418.799999999999,19492,28.206626758679398
65536,21893,21958.799999999999,22021,34.748753388703975
131072,42522,42592.633333333331,42813,56.115941144871748
262144,83737,83813.03333333334,83915,40.823829529715411
393216,124844,124933.43333333333,124995,44.837394594500999
524288,165995,166081.43333333332,166197,42.727430689585489
655360,206930,207043.70000000001,207166,76.592135186413202
786432,247437,247739.56666666668,248219,174.00865680671797
917504,288658,288740.93333333335,288921,56.043661140426835
1048576,329608,329774.43333333335,330047,92.980785309555245
1572864,493802,493936.86666666664,494067,81.211402857129528
2097152,657679,657932.66666666663,658316,216.95166048801235
2621440,821307,821773.03333333333,822218,300.20906316964414
3145728,985250,985629.16666666663,986434,470.3441207818197
3670016,1149032,1149478.2,1150269,525.14998842695184
4194304,1312578,1323859.4666666666,1358043,16654.078536882302
