1.024000000000000000e+03,2.861022949218750000e-06,3.600120544433593665e-06,4.053115844726562500e-06,4.621058069898805869e-07
2.048000000000000000e+03,3.099441528320312500e-06,4.649162292480468750e-06,8.106231689453125000e-06,1.240005838770470050e-06
3.072000000000000000e+03,4.053115844726562500e-06,5.030632019042969089e-06,5.960464477539062500e-06,5.236169945408226762e-07
4.096000000000000000e+03,5.006790161132812500e-06,6.286303202311198030e-06,7.867813110351562500e-06,5.855699227583771884e-07
5.120000000000000000e+03,6.914138793945312500e-06,8.074442545572916780e-06,1.287460327148437500e-05,1.298208076491849571e-06
6.144000000000000000e+03,7.867813110351562500e-06,1.246929168701171807e-05,4.601478576660156250e-05,9.280813878822388404e-06
7.168000000000000000e+03,9.059906005859375000e-06,1.046657562255859341e-05,1.406669616699218750e-05,8.864341637816290244e-07
8.192000000000000000e+03,1.096725463867187500e-05,1.178582509358723879e-05,1.311302185058593750e-05,5.319934835808933122e-07
1.638400000000000000e+04,2.288818359375000000e-05,2.380212148030598845e-05,2.503395080566406250e-05,5.116595777772226271e-07
2.457600000000000000e+04,8.106231689453125000e-05,9.028116861979167118e-05,1.120567321777343750e-04,1.280381518070516735e-05
3.276800000000000000e+04,1.070499420166015625e-04,1.229683558146158818e-04,1.587867736816406250e-04,2.123770138101126702e-05
4.096000000000000000e+04,1.327991485595703125e-04,1.550118128458658764e-04,2.079010009765625000e-04,3.016461984155440368e-05
4.915200000000000000e+04,1.578330993652343750e-04,1.857280731201171875e-04,2.529621124267578125e-04,3.868689506695132410e-05
5.734400000000000000e+04,1.840591430664062500e-04,2.222458521525065014e-04,3.130435943603515625e-04,4.648649086842935408e-05
6.553600000000000000e+04,2.131462097167968750e-04,2.590179443359375217e-04,3.712177276611328125e-04,5.653831059282299912e-05
1.310720000000000000e+05,4.880428314208984375e-04,6.125370661417642868e-04,9.238719940185546875e-04,1.411259711253785463e-04
2.621440000000000000e+05,1.080989837646484375e-03,1.283065478006998683e-03,1.829862594604492188e-03,2.610989026059042160e-04
3.932160000000000000e+05,1.663208007812500000e-03,2.036833763122558680e-03,2.342939376831054688e-03,1.905694716338850745e-04
5.242880000000000000e+05,2.086877822875976562e-03,2.922471364339192766e-03,4.185914993286132812e-03,7.787013612371181505e-04
6.553600000000000000e+05,2.434968948364257812e-03,3.233186403910319126e-03,4.194974899291992188e-03,6.555475340564611945e-04
7.864320000000000000e+05,3.037929534912109375e-03,4.259395599365234548e-03,5.780935287475585938e-03,1.185855447195523649e-03
9.175040000000000000e+05,3.338098526000976562e-03,4.722420374552408796e-03,6.294965744018554688e-03,1.137913271649659093e-03
1.048576000000000000e+06,3.569841384887695312e-03,5.314660072326659983e-03,7.566213607788085938e-03,1.553407026402110237e-03
1.572864000000000000e+06,5.548000335693359375e-03,9.095120429992675087e-03,1.329493522644042969e-02,2.924559458025165724e-03
2.097152000000000000e+06,7.371187210083007812e-03,1.216434637705485038e-02,1.718401908874511719e-02,3.914542907370462642e-03
2.621440000000000000e+06,9.485006332397460938e-03,1.537497043609619210e-02,2.192211151123046875e-02,5.167634585269847286e-03
3.145728000000000000e+06,1.136803627014160156e-02,1.899240016937255721e-02,2.604818344116210938e-02,6.234621661934355505e-03
3.670016000000000000e+06,1.301097869873046875e-02,2.193547089894612792e-02,3.043198585510253906e-02,7.020758748820741732e-03
4.194304000000000000e+06,1.314806938171386719e-02,1.452832221984863212e-02,1.609683036804199219e-02,9.070554369155335193e-04
